Nro_Orden,Codigo_MP,Nro_Analisis,Cantidad_Consumida,Posicion
OF-2024-2185,MP-0050,QC-2024-02423,36.852,2
OF-2024-2185,MP-0062,QC-2023-00965,17.205,3
OF-2024-2185,MP-0040,QC-2020-01006,14.609,4
OF-2024-2186,MP-0001,QC-2023-02657,9.351,1
OF-2024-2186,MP-0053,QC-2024-01015,35.759,2
OF-2024-2186,MP-0066,QC-2023-01151,15.205,3
OF-2024-2186,MP-0055,QC-2023-01248,44.922,4
OF-2022-2187,MP-0032,QC-2021-02761,24.446,1
OF-2022-2187,MP-0050,QC-2022-02931,6.282,2
OF-2022-2187,MP-0062,QC-2020-00062,38.75,3
OF-2022-2187,MP-0040,QC-2020-01006,40.632,4
OF-2021-2188,MP-0024,QC-2022-02067,31.989,1
OF-2021-2188,MP-0071,QC-2024-02173,21.393,2
OF-2021-2188,MP-0070,QC-2022-03296,29.423,3
OF-2022-2190,MP-0003,QC-2023-00398,38.015,1
OF-2022-2190,MP-0042,QC-2024-02844,27.796,2
OF-2022-2190,MP-0063,QC-2023-01808,28.028,3
OF-2022-2190,MP-0074,QC-2022-00289,47.661,4
OF-2022-2190,MP-0073,QC-2020-00581,10.202,5
OF-2023-2191,MP-0035,QC-2023-02953,32.315,1
OF-2023-2191,MP-0042,QC-2024-01067,25.536,2
OF-2023-2191,MP-0052,QC-2023-01515,28.174,3
OF-2021-2192,MP-0031,QC-2024-00104,47.866,1
OF-2021-2192,MP-0049,QC-2020-01082,14.647,2
OF-2021-2192,MP-0043,QC-2023-01218,12.532,3
OF-2021-2192,MP-0064,QC-2022-01157,44.192,4
OF-2021-2193,MP-0021,QC-2022-00275,46.822,1
OF-2021-2193,MP-0038,QC-2022-02610,5.62,2
OF-2021-2193,MP-0044,QC-2023-03111,14.303,3
OF-2021-2193,MP-0060,QC-2024-00260,49.125,4
OF-2024-2194,MP-0014,QC-2020-02391,14.825,1
OF-2024-2194,MP-0057,QC-2023-01576,30.001,2
OF-2024-2194,MP-0052,QC-2024-02063,25.692,3
OF-2024-2194,MP-0053,QC-2024-02771,16.513,4
OF-2024-2194,MP-0062,QC-2022-01961,5.81,5
OF-2022-2195,MP-0024,QC-2020-02344,23.1,1
OF-2022-2195,MP-0070,QC-2022-00019,35.249,2
OF-2022-2195,MP-0065,QC-2023-01930,21.993,3
OF-2022-2195,MP-0044,QC-2023-00750,12.292,4
OF-2024-2196,MP-0016,QC-2023-00681,43.946,1
OF-2024-2196,MP-0065,QC-2024-01045,40.435,2
OF-2024-2196,MP-0072,QC-2022-02975,10.718,3
OF-2024-2197,MP-0032,QC-2020-02458,23.69,1
OF-2024-2197,MP-0050,QC-2021-03210,12.426,2
OF-2024-2197,MP-0062,QC-2021-02320,40.556,3
OF-2024-2197,MP-0040,QC-2021-02128,11.015,4
OF-2023-2198,MP-0017,QC-2020-02920,14.27,1
OF-2023-2198,MP-0037,QC-2020-00012,45.784,2
OF-2023-2198,MP-0044,QC-2022-02305,33.973,3
OF-2023-2198,MP-0071,QC-2021-01797,30.646,4
OF-2023-2198,MP-0054,QC-2020-00146,45.506,5
OF-2023-2199,MP-0024,QC-2023-00270,44.935,1
OF-2023-2199,MP-0070,QC-2023-02245,20.854,2
OF-2023-2199,MP-0065,QC-2021-01455,9.253,3
OF-2023-2199,MP-0044,QC-2021-01115,16.357,4
OF-2021-2200,MP-0017,QC-2020-02606,41.512,1
OF-2021-2200,MP-0037,QC-2022-01460,31.023,2
OF-2021-2200,MP-0044,QC-2023-03472,9.121,3
OF-2021-2200,MP-0071,QC-2020-02281,34.602,4
OF-2021-2200,MP-0054,QC-2020-02101,20.817,5
OF-2021-2201,MP-0014,QC-2021-00520,6.309,1
OF-2021-2201,MP-0057,QC-2024-01462,38.721,2
OF-2021-2201,MP-0050,QC-2022-02931,30.08,3
OF-2021-2201,MP-0078,QC-2020-00377,26.323,4
OF-2021-2201,MP-0068,QC-2020-00184,18.812,5
OF-2024-2202,MP-0003,QC-2020-02159,16.359,1
OF-2024-2202,MP-0042,QC-2024-02844,9.268,2
OF-2024-2202,MP-0063,QC-2020-03026,23.485,3
OF-2024-2202,MP-0074,QC-2020-01171,31.072,4
OF-2024-2202,MP-0073,QC-2023-01750,38.215,5
OF-2024-2203,MP-0016,QC-2022-02649,21.752,1
OF-2024-2203,MP-0065,QC-2024-01505,12.511,2
OF-2024-2203,MP-0072,QC-2024-01437,27.484,3
OF-2024-2205,MP-0032,QC-2023-00843,45.932,1
OF-2024-2205,MP-0040,QC-2024-01906,20.14,2
OF-2024-2205,MP-0044,QC-2021-03291,12.977,3
OF-2022-2206,MP-0024,QC-2020-02892,27.157,1
OF-2022-2206,MP-0070,QC-2024-02135,21.475,2
OF-2022-2206,MP-0065,QC-2021-01251,21.24,3
OF-2022-2206,MP-0044,QC-2023-03472,24.132,4
OF-2024-2207,MP-0032,QC-2022-00097,26.849,1
OF-2024-2207,MP-0040,QC-2021-02970,8.284,2
OF-2024-2207,MP-0044,QC-2021-02087,14.903,3
OF-2020-2208,MP-0016,QC-2020-02400,29.499,1
OF-2020-2208,MP-0065,QC-2024-01643,13.062,2
OF-2020-2208,MP-0072,QC-2022-02739,43.473,3
OF-2020-2210,MP-0001,QC-2024-02692,43.229,1
OF-2020-2210,MP-0053,QC-2024-01015,21.349,2
OF-2020-2210,MP-0066,QC-2024-00088,6.492,3
OF-2020-2210,MP-0055,QC-2022-00369,8.69,4
OF-2020-2211,MP-0036,QC-2022-01264,28.656,1
OF-2020-2211,MP-0068,QC-2024-00134,18.852,2
OF-2020-2211,MP-0046,QC-2023-01062,38.722,3
OF-2020-2211,MP-0049,QC-2022-02056,48.732,4
OF-2020-2211,MP-0055,QC-2021-02621,32.831,5
OF-2023-2213,MP-0032,QC-2022-00097,5.114,1
OF-2023-2213,MP-0050,QC-2021-03077,47.784,2
OF-2023-2213,MP-0062,QC-2024-00291,41.01,3
OF-2023-2213,MP-0040,QC-2024-01781,39.98,4
OF-2024-2214,MP-0017,QC-2020-02920,5.835,1
OF-2024-2214,MP-0037,QC-2023-03056,49.135,2
OF-2024-2214,MP-0044,QC-2020-00661,20.418,3
OF-2024-2214,MP-0071,QC-2022-02023,15.088,4
OF-2024-2214,MP-0054,QC-2021-00026,22.164,5
OF-2023-2215,MP-0036,QC-2022-02043,34.984,1
OF-2023-2215,MP-0068,QC-2020-02131,25.344,2
OF-2023-2215,MP-0046,QC-2024-00273,31.281,3
OF-2023-2215,MP-0049,QC-2023-01999,10.318,4
OF-2023-2215,MP-0055,QC-2022-00819,39.275,5
OF-2021-2216,MP-0005,QC-2020-01768,15.067,1
OF-2021-2216,MP-0052,QC-2024-01322,7.571,2
OF-2021-2216,MP-0054,QC-2023-02508,40.93,3
OF-2021-2216,MP-0068,QC-2023-03098,30.466,4
OF-2021-2216,MP-0050,QC-2021-01012,45.311,5
OF-2023-2217,MP-0035,QC-2024-00578,34.906,1
OF-2023-2217,MP-0045,QC-2023-02475,21.286,2
OF-2023-2217,MP-0067,QC-2022-02668,32.813,3
OF-2024-2218,MP-0030,QC-2024-03083,5.32,1
OF-2024-2218,MP-0053,QC-2024-01015,35.658,2
OF-2024-2218,MP-0045,QC-2022-02354,35.502,3
OF-2024-2222,MP-0014,QC-2020-00200,41.772,1
OF-2024-2222,MP-0057,QC-2024-02463,24.08,2
OF-2024-2222,MP-0052,QC-2024-02257,23.284,3
OF-2024-2222,MP-0053,QC-2024-03089,35.954,4
OF-2024-2222,MP-0062,QC-2021-02780,35.9,5
OF-2024-2223,MP-0005,QC-2021-00521,46.755,1
OF-2024-2223,MP-0038,QC-2020-02979,20.436,2
OF-2024-2223,MP-0074,QC-2021-02254,26.343,3
OF-2024-2223,MP-0072,QC-2024-02102,27.543,4
OF-2024-2225,MP-0012,QC-2021-00958,49.679,1
OF-2024-2225,MP-0043,QC-2020-02862,17.321,2
OF-2024-2225,MP-0077,QC-2024-02700,7.298,3
OF-2024-2225,MP-0056,QC-2020-03039,14.034,4
OF-2024-2225,MP-0069,QC-2021-02340,22.803,5
OF-2023-2226,MP-0031,QC-2020-02113,31.754,1
OF-2023-2226,MP-0049,QC-2023-01415,38.091,2
OF-2023-2226,MP-0043,QC-2024-03045,34.512,3
OF-2023-2226,MP-0064,QC-2023-02156,22.325,4
OF-2024-2227,MP-0017,QC-2024-03097,16.928,1
OF-2024-2227,MP-0037,QC-2022-02242,38.506,2
OF-2024-2227,MP-0044,QC-2021-02087,20.911,3
OF-2024-2227,MP-0071,QC-2023-03212,41.412,4
OF-2024-2227,MP-0054,QC-2024-01439,17.378,5
OF-2021-2228,MP-0005,QC-2022-03020,6.624,1
OF-2021-2228,MP-0077,QC-2022-00526,16.393,2
OF-2021-2228,MP-0040,QC-2020-01714,15.86,3
OF-2021-2228,MP-0051,QC-2022-02249,12.634,4
OF-2021-2228,MP-0041,QC-2024-02831,5.25,5
OF-2021-2229,MP-0014,QC-2024-03430,28.59,1
OF-2021-2229,MP-0057,QC-2023-01576,19.167,2
OF-2021-2229,MP-0052,QC-2023-01515,33.876,3
OF-2021-2229,MP-0053,QC-2021-01528,19.974,4
OF-2021-2229,MP-0062,QC-2020-00062,15.666,5
OF-2024-2231,MP-0015,QC-2021-02574,5.328,1
OF-2024-2231,MP-0061,QC-2024-00979,28.944,2
OF-2024-2231,MP-0054,QC-2023-01056,37.823,3
OF-2022-2232,MP-0035,QC-2020-01133,13.394,1
OF-2022-2232,MP-0045,QC-2021-00866,16.145,2
OF-2022-2232,MP-0067,QC-2024-02557,18.632,3
OF-2022-2233,MP-0020,QC-2023-01828,41.514,1
OF-2022-2233,MP-0057,QC-2023-00217,26.362,2
OF-2022-2233,MP-0041,QC-2020-02036,14.406,3
OF-2022-2233,MP-0037,QC-2022-01460,8.931,4
OF-2024-2234,MP-0030,QC-2024-01385,12.951,1
OF-2024-2234,MP-0044,QC-2020-01258,42.729,2
OF-2024-2234,MP-0061,QC-2024-01425,9.651,3
OF-2024-2234,MP-0042,QC-2022-03466,44.577,4
OF-2024-2234,MP-0072,QC-2022-02374,21.243,5
OF-2024-2235,MP-0011,QC-2020-03319,33.424,1
OF-2024-2235,MP-0064,QC-2020-02300,14.269,2
OF-2024-2235,MP-0075,QC-2022-01827,46.604,3
OF-2024-2235,MP-0041,QC-2020-02036,17.651,4
OF-2024-2235,MP-0061,QC-2021-01689,16.992,5
OF-2024-2236,MP-0024,QC-2023-00270,16.144,1
OF-2024-2236,MP-0070,QC-2023-00388,45.654,2
OF-2024-2236,MP-0065,QC-2022-01130,42.001,3
OF-2024-2236,MP-0044,QC-2023-03272,16.901,4
OF-2023-2237,MP-0004,QC-2023-00333,36.892,1
OF-2023-2237,MP-0073,QC-2024-03016,17.765,2
OF-2023-2237,MP-0042,QC-2023-00214,7.402,3
OF-2020-2238,MP-0016,QC-2021-02366,27.015,1
OF-2020-2238,MP-0066,QC-2024-00096,26.732,2
OF-2020-2238,MP-0061,QC-2021-02066,9.958,3
OF-2021-2239,MP-0001,QC-2021-01945,18.456,1
OF-2021-2239,MP-0053,QC-2024-02896,16.807,2
OF-2021-2239,MP-0066,QC-2020-02630,25.767,3
OF-2021-2239,MP-0055,QC-2021-03032,33.523,4
OF-2021-2243,MP-0017,QC-2023-02256,43.799,1
OF-2021-2243,MP-0037,QC-2023-01899,17.132,2
OF-2021-2243,MP-0044,QC-2023-03272,28.765,3
OF-2021-2243,MP-0071,QC-2023-00870,43.476,4
OF-2021-2243,MP-0054,QC-2021-00026,47.563,5
OF-2021-2246,MP-0015,QC-2024-00136,37.679,1
OF-2021-2246,MP-0061,QC-2024-03183,28.754,2
OF-2021-2246,MP-0054,QC-2021-01835,24.472,3
OF-2023-2248,MP-0016,QC-2021-02237,35.609,1
OF-2023-2248,MP-0066,QC-2021-00240,47.365,2
OF-2023-2248,MP-0061,QC-2021-02332,13.205,3
OF-2022-2249,MP-0014,QC-2024-00803,30.649,1
OF-2022-2249,MP-0057,QC-2022-00514,13.442,2
OF-2022-2249,MP-0052,QC-2022-02960,16.41,3
OF-2022-2249,MP-0053,QC-2021-03354,34.007,4
OF-2022-2249,MP-0062,QC-2023-02185,48.443,5
OF-2021-2251,MP-0020,QC-2024-03096,23.505,1
OF-2021-2251,MP-0057,QC-2022-02068,25.065,2
OF-2021-2251,MP-0041,QC-2020-01397,46.25,3
OF-2021-2251,MP-0037,QC-2022-02428,40.033,4
OF-2022-2252,MP-0030,QC-2022-00752,39.132,1
OF-2022-2252,MP-0044,QC-2021-02917,43.026,2
OF-2022-2252,MP-0061,QC-2022-01622,10.36,3
OF-2022-2252,MP-0042,QC-2024-00079,41.84,4
OF-2022-2252,MP-0072,QC-2024-01732,6.837,5
OF-2022-2253,MP-0015,QC-2023-01031,39.261,1
OF-2022-2253,MP-0061,QC-2024-02645,34.047,2
OF-2022-2253,MP-0054,QC-2022-02140,28.891,3
OF-2022-2254,MP-0019,QC-2021-00075,15.26,1
OF-2022-2254,MP-0047,QC-2024-03312,42.864,2
OF-2022-2254,MP-0066,QC-2023-01151,25.81,3
OF-2022-2254,MP-0037,QC-2022-02241,46.836,4
OF-2023-2255,MP-0004,QC-2023-00023,44.059,1
OF-2023-2255,MP-0073,QC-2021-01128,32.909,2
OF-2023-2255,MP-0042,QC-2022-02536,13.312,3
OF-2023-2256,MP-0024,QC-2020-01289,10.296,1
OF-2023-2256,MP-0060,QC-2023-01787,29.934,2
OF-2023-2256,MP-0059,QC-2022-02130,16.019,3
OF-2024-2257,MP-0034,QC-2021-01272,16.057,1
OF-2024-2257,MP-0040,QC-2020-00374,24.261,2
OF-2024-2257,MP-0069,QC-2023-03337,28.367,3
OF-2023-2258,MP-0020,QC-2023-01828,47.667,1
OF-2023-2258,MP-0057,QC-2020-01040,44.994,2
OF-2023-2258,MP-0041,QC-2022-02510,30.289,3
OF-2023-2258,MP-0037,QC-2022-02703,45.545,4
OF-2023-2259,MP-0020,QC-2021-00171,13.996,1
OF-2023-2259,MP-0057,QC-2022-00555,48.727,2
OF-2023-2259,MP-0041,QC-2024-00263,25.753,3
OF-2023-2259,MP-0037,QC-2023-01899,24.607,4
OF-2024-2260,MP-0003,QC-2022-00791,24.05,1
OF-2024-2260,MP-0042,QC-2023-03029,40.156,2
OF-2024-2260,MP-0063,QC-2023-00283,38.445,3
OF-2024-2260,MP-0074,QC-2024-00741,14.303,4
OF-2024-2260,MP-0073,QC-2024-03413,6.699,5
OF-2023-2262,MP-0034,QC-2023-02223,13.813,1
OF-2023-2262,MP-0040,QC-2023-00131,48.173,2
OF-2023-2262,MP-0069,QC-2023-00483,45.961,3
OF-2023-2266,MP-0001,QC-2022-00639,41.146,1
OF-2023-2266,MP-0053,QC-2024-01539,41.229,2
OF-2023-2266,MP-0066,QC-2020-02524,7.705,3
OF-2023-2266,MP-0055,QC-2022-00819,35.718,4
OF-2020-2267,MP-0032,QC-2022-00468,11.569,1
OF-2020-2267,MP-0040,QC-2023-03034,32.417,2
OF-2020-2267,MP-0044,QC-2024-01190,9.204,3
OF-2020-2268,MP-0021,QC-2021-01985,10.761,1
OF-2020-2268,MP-0038,QC-2023-00286,34.894,2
OF-2020-2268,MP-0044,QC-2022-03453,11.301,3
OF-2020-2268,MP-0060,QC-2024-00042,39.113,4
OF-2024-2269,MP-0005,QC-2023-02446,10.684,1
OF-2024-2269,MP-0052,QC-2024-00309,18.543,2
OF-2024-2269,MP-0062,QC-2022-00346,40.179,3
OF-2024-2269,MP-0044,QC-2022-00324,30.498,4
OF-2024-2269,MP-0073,QC-2023-00207,45.929,5
OF-2023-2271,MP-0012,QC-2020-01035,46.185,1
OF-2023-2271,MP-0043,QC-2021-02356,24.956,2
OF-2023-2271,MP-0077,QC-2024-02700,32.0,3
OF-2023-2271,MP-0056,QC-2020-02028,31.411,4
OF-2023-2271,MP-0069,QC-2023-02474,47.353,5
OF-2021-2272,MP-0014,QC-2023-01614,33.714,1
OF-2021-2272,MP-0057,QC-2021-01205,15.652,2
OF-2021-2272,MP-0050,QC-2020-00508,21.864,3
OF-2021-2272,MP-0078,QC-2020-00377,29.11,4
OF-2021-2272,MP-0068,QC-2024-02799,11.54,5
OF-2024-2277,MP-0036,QC-2022-01749,34.093,1
OF-2024-2277,MP-0053,QC-2020-02431,39.83,2
OF-2024-2277,MP-0074,QC-2024-03176,28.668,3
OF-2024-2277,MP-0064,QC-2024-00281,20.144,4
OF-2024-2277,MP-0062,QC-2023-01302,31.629,5
OF-2023-2279,MP-0021,QC-2020-03420,19.776,1
OF-2023-2279,MP-0051,QC-2022-01069,16.781,2
OF-2023-2279,MP-0039,QC-2023-02147,25.407,3
OF-2024-2281,MP-0030,QC-2024-01822,28.062,1
OF-2024-2281,MP-0044,QC-2023-01697,31.334,2
OF-2024-2281,MP-0061,QC-2020-00389,44.815,3
OF-2024-2281,MP-0042,QC-2020-01587,38.169,4
OF-2024-2281,MP-0072,QC-2021-02818,30.745,5
OF-2021-2282,MP-0021,QC-2024-02764,37.033,1
OF-2021-2282,MP-0040,QC-2021-00176,15.68,2
OF-2021-2282,MP-0074,QC-2020-01171,6.204,3
OF-2023-2283,MP-0005,QC-2023-01842,40.273,1
OF-2023-2283,MP-0038,QC-2020-03288,36.4,2
OF-2023-2283,MP-0074,QC-2023-02986,47.037,3
OF-2023-2283,MP-0072,QC-2022-02177,43.742,4
OF-2022-2284,MP-0027,QC-2020-00665,27.851,1
OF-2022-2284,MP-0040,QC-2024-03487,11.035,2
OF-2022-2284,MP-0078,QC-2022-01118,25.099,3
OF-2022-2284,MP-0043,QC-2022-02239,18.501,4
OF-2024-2285,MP-0035,QC-2021-03497,27.349,1
OF-2024-2285,MP-0069,QC-2021-02340,17.218,2
OF-2024-2285,MP-0053,QC-2021-03091,44.325,3
OF-2021-2286,MP-0035,QC-2023-00759,10.679,1
OF-2021-2286,MP-0045,QC-2024-02964,11.677,2
OF-2021-2286,MP-0067,QC-2022-01783,38.15,3
OF-2022-2289,MP-0024,QC-2020-01939,44.337,1
OF-2022-2289,MP-0049,QC-2024-01968,31.993,2
OF-2022-2289,MP-0041,QC-2023-01108,29.634,3
OF-2022-2289,MP-0039,QC-2020-01334,30.614,4
OF-2022-2289,MP-0051,QC-2022-03336,23.722,5
OF-2024-2290,MP-0017,QC-2024-02232,24.187,1
OF-2024-2290,MP-0037,QC-2021-01143,35.498,2
OF-2024-2290,MP-0044,QC-2024-01900,40.464,3
OF-2024-2290,MP-0071,QC-2020-03260,43.045,4
OF-2024-2290,MP-0054,QC-2024-00586,11.932,5
OF-2023-2291,MP-0035,QC-2023-02040,45.574,1
OF-2023-2291,MP-0045,QC-2024-01080,39.944,2
OF-2023-2291,MP-0067,QC-2021-02633,25.104,3
OF-2024-2292,MP-0036,QC-2020-01807,18.551,1
OF-2024-2292,MP-0068,QC-2023-00563,46.007,2
OF-2024-2292,MP-0046,QC-2021-00963,27.087,3
OF-2024-2292,MP-0049,QC-2022-03192,26.72,4
OF-2024-2292,MP-0055,QC-2021-01929,13.88,5
OF-2021-2293,MP-0018,QC-2023-00411,36.204,1
OF-2021-2293,MP-0078,QC-2021-01173,17.434,2
OF-2021-2293,MP-0041,QC-2022-02187,45.788,3
OF-2021-2293,MP-0075,QC-2024-00387,7.515,4
OF-2021-2293,MP-0077,QC-2021-01165,48.217,5
OF-2023-2294,MP-0004,QC-2022-01475,20.894,1
OF-2023-2294,MP-0073,QC-2022-03285,48.354,2
OF-2023-2294,MP-0042,QC-2021-01735,46.563,3
OF-2020-2295,MP-0036,QC-2020-02539,48.034,1
OF-2020-2295,MP-0053,QC-2022-01332,14.159,2
OF-2020-2295,MP-0074,QC-2024-03176,48.654,3
OF-2020-2295,MP-0064,QC-2024-02556,36.471,4
OF-2020-2295,MP-0062,QC-2021-03184,23.658,5
OF-2020-2296,MP-0027,QC-2023-02109,39.138,1
OF-2020-2296,MP-0040,QC-2020-01516,49.483,2
OF-2020-2296,MP-0078,QC-2021-03194,9.125,3
OF-2020-2296,MP-0043,QC-2020-02862,39.161,4
OF-2021-2297,MP-0024,QC-2022-00509,26.314,1
OF-2021-2297,MP-0060,QC-2021-01570,45.982,2
OF-2021-2297,MP-0059,QC-2021-03041,26.22,3
OF-2024-2298,MP-0021,QC-2023-00576,33.159,1
OF-2024-2298,MP-0038,QC-2020-03269,25.556,2
OF-2024-2298,MP-0044,QC-2020-01197,15.038,3
OF-2024-2298,MP-0060,QC-2023-01865,22.267,4
OF-2024-2299,MP-0015,QC-2020-01206,44.165,1
OF-2024-2299,MP-0061,QC-2020-02629,35.599,2
OF-2024-2299,MP-0054,QC-2020-00146,28.558,3
OF-2022-2300,MP-0022,QC-2021-01661,34.08,1
OF-2022-2300,MP-0052,QC-2021-00086,49.078,2
OF-2022-2300,MP-0049,QC-2024-00336,21.585,3
OF-2020-2302,MP-0001,QC-2020-00596,21.624,1
OF-2020-2302,MP-0053,QC-2022-01332,12.795,2
OF-2020-2302,MP-0066,QC-2024-00701,23.265,3
OF-2020-2302,MP-0055,QC-2021-00197,6.484,4
OF-2021-2303,MP-0003,QC-2022-01384,36.843,1
OF-2021-2303,MP-0042,QC-2022-02932,24.504,2
OF-2021-2303,MP-0063,QC-2023-01853,31.435,3
OF-2021-2303,MP-0074,QC-2023-00854,45.934,4
OF-2021-2303,MP-0073,QC-2022-03419,35.11,5
OF-2023-2306,MP-0030,QC-2024-01385,28.77,1
OF-2023-2306,MP-0053,QC-2024-01658,47.867,2
OF-2023-2306,MP-0045,QC-2024-02964,28.388,3
OF-2022-2308,MP-0035,QC-2022-02180,16.181,1
OF-2022-2308,MP-0069,QC-2021-01100,44.631,2
OF-2022-2308,MP-0053,QC-2020-01147,38.262,3
OF-2021-2309,MP-0029,QC-2020-03053,36.471,1
OF-2021-2309,MP-0064,QC-2020-00964,18.228,2
OF-2021-2309,MP-0048,QC-2020-03437,39.467,3
OF-2020-2311,MP-0019,QC-2024-01933,18.813,1
OF-2020-2311,MP-0047,QC-2024-00277,16.595,2
OF-2020-2311,MP-0066,QC-2023-02027,30.146,3
OF-2020-2311,MP-0037,QC-2024-03188,39.424,4
OF-2023-2314,MP-0005,QC-2024-01813,28.323,1
OF-2023-2314,MP-0077,QC-2020-02998,26.347,2
OF-2023-2314,MP-0040,QC-2020-01516,17.268,3
OF-2023-2314,MP-0051,QC-2022-02593,12.594,4
OF-2023-2314,MP-0041,QC-2021-01574,28.691,5
OF-2020-2315,MP-0034,QC-2021-01272,22.281,1
OF-2020-2315,MP-0040,QC-2024-03021,14.775,2
OF-2020-2315,MP-0069,QC-2022-02741,32.747,3
OF-2021-2316,MP-0004,QC-2022-01924,19.863,1
OF-2021-2316,MP-0073,QC-2023-02388,23.152,2
OF-2021-2316,MP-0042,QC-2024-03072,11.488,3
OF-2021-2317,MP-0036,QC-2020-00599,33.197,1
OF-2021-2317,MP-0068,QC-2024-03145,39.155,2
OF-2021-2317,MP-0046,QC-2021-02496,47.243,3
OF-2021-2317,MP-0049,QC-2024-01994,17.072,4
OF-2021-2317,MP-0055,QC-2024-03048,22.487,5
OF-2023-2318,MP-0005,QC-2023-00693,48.143,1
OF-2023-2318,MP-0038,QC-2024-00362,34.758,2
OF-2023-2318,MP-0074,QC-2021-01972,13.193,3
OF-2023-2318,MP-0072,QC-2022-00984,30.944,4
OF-2021-2319,MP-0014,QC-2022-02949,33.357,1
OF-2021-2319,MP-0057,QC-2023-02545,11.138,2
OF-2021-2319,MP-0050,QC-2022-02713,30.208,3
OF-2021-2319,MP-0078,QC-2021-00948,13.358,4
OF-2021-2319,MP-0068,QC-2024-00229,15.195,5
OF-2021-2320,MP-0032,QC-2021-03334,30.11,1
OF-2021-2320,MP-0040,QC-2023-01444,7.396,2
OF-2021-2320,MP-0044,QC-2024-02476,35.397,3
OF-2021-2321,MP-0018,QC-2022-01364,27.137,1
OF-2021-2321,MP-0078,QC-2020-02097,36.808,2
OF-2021-2321,MP-0041,QC-2020-02230,48.365,3
OF-2021-2321,MP-0075,QC-2024-03238,27.565,4
OF-2021-2321,MP-0077,QC-2021-00098,46.771,5
OF-2021-2322,MP-0004,QC-2024-02544,35.892,1
OF-2021-2322,MP-0073,QC-2024-01226,35.41,2
OF-2021-2322,MP-0042,QC-2023-02118,34.817,3
OF-2024-2323,MP-0021,QC-2024-02439,42.155,1
OF-2024-2323,MP-0040,QC-2023-02174,27.609,2
OF-2024-2323,MP-0074,QC-2024-01993,35.465,3
OF-2024-2324,MP-0024,QC-2021-02292,8.02,1
OF-2024-2324,MP-0060,QC-2021-02745,10.929,2
OF-2024-2324,MP-0059,QC-2024-01775,33.674,3
OF-2023-2326,MP-0017,QC-2020-02920,16.879,1
OF-2023-2326,MP-0037,QC-2020-02070,46.197,2
OF-2023-2326,MP-0044,QC-2020-00991,26.01,3
OF-2023-2326,MP-0071,QC-2022-01507,23.499,4
OF-2023-2326,MP-0054,QC-2022-01495,48.296,5
OF-2020-2328,MP-0017,QC-2024-00230,18.133,1
OF-2020-2328,MP-0037,QC-2022-00218,49.131,2
OF-2020-2328,MP-0044,QC-2023-03325,24.408,3
OF-2020-2328,MP-0071,QC-2024-01029,25.516,4
OF-2020-2328,MP-0054,QC-2021-00532,43.946,5
OF-2020-2330,MP-0021,QC-2024-03317,9.171,1
OF-2020-2330,MP-0038,QC-2020-02979,20.642,2
OF-2020-2330,MP-0044,QC-2024-00182,41.201,3
OF-2020-2330,MP-0060,QC-2020-01720,21.833,4
OF-2024-2332,MP-0021,QC-2024-02166,7.235,1
OF-2024-2332,MP-0038,QC-2023-00286,33.166,2
OF-2024-2332,MP-0044,QC-2021-01115,46.06,3
OF-2024-2332,MP-0060,QC-2020-02899,13.361,4
OF-2022-2333,MP-0035,QC-2024-02585,23.484,1
OF-2022-2333,MP-0042,QC-2024-01067,13.378,2
OF-2022-2333,MP-0052,QC-2021-03011,35.223,3
OF-2024-2334,MP-0005,QC-2021-01394,10.799,1
OF-2024-2334,MP-0052,QC-2024-01471,29.659,2
OF-2024-2334,MP-0062,QC-2021-00061,23.1,3
OF-2024-2334,MP-0044,QC-2023-03325,32.702,4
OF-2024-2334,MP-0073,QC-2024-00445,38.151,5
OF-2020-2335,MP-0031,QC-2023-02302,11.8,1
OF-2020-2335,MP-0049,QC-2022-02875,8.668,2
OF-2020-2335,MP-0043,QC-2023-01890,20.731,3
OF-2020-2335,MP-0064,QC-2022-01556,31.117,4
OF-2022-2336,MP-0035,QC-2022-03449,31.937,1
OF-2022-2336,MP-0069,QC-2023-01678,43.126,2
OF-2022-2336,MP-0053,QC-2020-02591,5.853,3
OF-2021-2337,MP-0036,QC-2023-02644,24.315,1
OF-2021-2337,MP-0053,QC-2024-01015,41.08,2
OF-2021-2337,MP-0074,QC-2021-00960,19.244,3
OF-2021-2337,MP-0064,QC-2022-02820,41.973,4
OF-2021-2337,MP-0062,QC-2022-00124,19.045,5
OF-2023-2338,MP-0030,QC-2020-03213,37.921,1
OF-2023-2338,MP-0044,QC-2022-02305,10.558,2
OF-2023-2338,MP-0061,QC-2021-00245,24.265,3
OF-2023-2338,MP-0042,QC-2021-00025,31.79,4
OF-2023-2338,MP-0072,QC-2023-01061,45.371,5
OF-2023-2340,MP-0016,QC-2020-01449,20.262,1
OF-2023-2340,MP-0065,QC-2022-01130,42.04,2
OF-2023-2340,MP-0072,QC-2023-00824,17.713,3
OF-2021-2341,MP-0005,QC-2021-00521,17.754,1
OF-2021-2341,MP-0077,QC-2024-00379,32.432,2
OF-2021-2341,MP-0040,QC-2021-02128,17.69,3
OF-2021-2341,MP-0051,QC-2022-00201,13.083,4
OF-2021-2341,MP-0041,QC-2022-01884,23.506,5
OF-2024-2342,MP-0024,QC-2023-01282,14.975,1
OF-2024-2342,MP-0070,QC-2020-01673,8.89,2
